name,description,email,web-site,fax,phone,phone2,schedules,verification
AMISTA GROUP SARL,"Notre entreprise AMISTA GROUP ,                                                                                                                         implantée au Casablanca ,est spécialisée dans le secteur des AMENAGEMENT D'ESPACE.                  Dans ce cadre d'activité ,elle s'occupe de :                                                                                                       *** CLOISON EN ALUMINIUM / TREMPE / SABLE    / FENETRES                                                                                     ***COFFRE FORT                                                                                                                                                   ***CABLAGE . CLIMATISSEUR .                                                                                                                         ***MOBILIER EN INOX/ MOBILIER DE BUREAU                                                                                                            *** RAYONNAGE METALLIQUE ( léger , mi-lourd , lourd , de supermarché , cantilever , mobile mezzanine et plate forme ).                                                                                                                                                              *** CLOISON ALUMINIUM ( vitrée , semi vitrée , panneau et grillage ).                                                                     *** CARRELAGE . FAUX PLAFOND .                                                                                                                                    *** PARQUET . GERFLEX. MOQUETTE .GAZEAU                                                                                                            *** MANUTENTION ET TRANSPALETTES .                                                                                                                                     ***PORTES EN BOIS . MENUISERIE EN BOIS                                                                                                                    . Nous restons à votre disposition pour des amples information",amistagroup@gmail.com,http://0522702870,0522702870,0522702870,0522702870,08-06 lundi-vendredi,Vérifié
Ecole Supérieure de Management du Sud,"A propos de ESMS Agadir
Crée par des Professeurs Universitaires et des Professionnels, l’Ecole Supérieure de Management du Sud – ESMS AGADIR,  a su relever les plus grands défis et a pu obtenir :
L’accréditation de toutes ces filières  BAC + 3 et BAC +5 par le Ministère de l’enseignement Supérieur marocain,
La signature de plusieurs conventions académiques à l’internationale notamment avec :
Institut  des Hautes Etudes de PARIS –IHE-,
Université de PAU et DES PAYS DE L’ADOUR – France,
Universités de SFAX – Tunisie ;
Fédération Européenne des écoles…
L’obtention d’un des meilleurs programmes pédagogiques au niveau national,
La constitution du meilleur corps professoral universitaire de la région,
L’établissement de plusieurs partenariats avec des Grandes Entreprises nationales et régionales,

Parcours Pédagogique Grande Ecole
Le parcours pédagogique  des grandes écoles de l’ ESMS Agadir comprend trois années de tronc commun : BAC+3 et deux années de spécialité : BAC+5.
Le TRONC COMMUN comprend 4 premiers semestres ou l’étudiant acquiert les fondamentaux des techniques et outils du management ; et 2 semestres de détermination.
Les étudiants ayant validé les quatre premiers semestres peuvent envoyer leur candidature pour passer le concours d’accès de (ISCAE / Licence Professionnelle de l’IUT de Bayonne / le Bachelor de IHE PARIS).
Le tronc commun est couronné par un Diplôme Bac + 3 accrédité en Management des Entreprises.
LA SPECIALITE comprend 4 semestres ou l’étudiant étoffe son profil dans un domaine sectoriel  déterminé : Finance, Marketing, contrôle de Gestion, Gestion des Ressources Humaines,…
Diplôme de l’ESMS Agadir
L’offre de formation de ESMS AGADIR se décline comme suit :
1- LES FILIÈRES ACCRÉDITÉES PAR LE MINISTERE DE  L’ENSEIGNEMENT SUPERIEUR MAROCAIN
DIPLOME BAC+ 3 Management des Entreprises
DIPLOME BAC+ 5 Finance, Audit et Contrôle de Gestion
DIPLOME BAC+5 Marketing, communication et Stratégies commerciales.
2- LES FILIÈRES ACCRÉDITÉES PAR LE MINISTERE DE  L’ENSEIGNEMENT SUPERIEUR FRANCAIS
EN PARTENARIAT AVEC IHE PARIS
Les étudiants ayant obtenus un Bac+3 ou une licence ont la possibilité de préparer, à l’ ESMS AGADIR ou à IHE PARIS, un Diplôme Français (MBA). Le diplôme est  délivré  par IHE PARIS dans  plusieurs spécialités avec des stages pédagogiques en Europe ( Paris , Londre , Genève, Bruxelle).
DIPLOME  MBA MARKETING 
DIPLOME  MBA FINANCE 
DIPLOME  MBA MANAGEMENT 
Les étudiants ayant obtenus un BAC+5/ Master /MBA ont la possibilité de s’inscrire à la formation doctorale de l’IHE paris pour l’obtention d’un (BDA).
 DIPLOME DBA/ DOCTORATE OF BUSINESS ADMINISTRATION
Le DBA est destiné à des étudiants et à des cadres en activité. IL s’adresse à des candidats titulaires d’un MBA, Master de recherche ou équivalent ayant ou pas une expérience professionnelle. La validation des acquis de l’expérience peut être mise en œuvre.",contact@esms.ma,http://www.esms.ma,0528 232372  /  0528 232373,0528 232373,,8h  - 12h 30         /   14 h 30 -  18h 30,Vérifié
NEUTRE SERVICE,"NEUTRE SERVICE est l’une des meilleures Société de Nettoyage  à Casablanca  et partout au Maroc, spécialiste et reconnu dans le domaine de nettoyage professionnel et désinfection.
 NEUTRE SERVICE  sur Casablanca attache une grande importance à l’image de vos locaux et un vrai savoir-faire dans le secteur de nettoyage à Casablanca pour cela nous vous offrons des services de qualité et des prix attractifs, par un nombre de sites partout au Maroc.
NEUTRE SERVICE est spécialisée dans le nettoyage et l’entretien d’immeubles industriels, Pour exécuter tous les travaux de nettoyage (femme ménage, nettoyage vitres, nettoyage moquettes, parquet, bureau, fin de chantier, villa, appartement, résidences, immeubles ,hôtels, centres d’appel…) nous possédons un large parc matériel aux normes de sécurité qui contribuent à des prestations de qualité, exécutées par des agents de nettoyage formés aux nouvelles méthodologies, ainsi qu’aux règles d’hygiène et de sécurité, des locaux commerciaux et le nettoyage des bureaux.
NOS PRINCIPE SERVICES :
-SERVICES DE NETTOYAGE
-RÉNOVATION ET CRISTALLISATION DES SOLS EN MARBRE ET MOSAÏQUE 
-GARDIENNAGE ET SURVEILLANCE
-FOURNITURES COMMERCIAL ET INDUSTRIEL
-PRODUITS DE NETTOYAGE
-TRAVAUX DE REVÊTEMENT DE SOL ET MUR
-DÉRATISATION ET DÉSINSECTISATION  ET DÉSINFECTION DES SITES 
-GESTION IMMOBILIÈRE 

NEUTRE SERVICE c’est la société qui  met son expertise et ses compétences au service de tous vos projets depuis le renouvellement et le développement de l'immobilier et transforme votre maison et améliore votre espace de vie afin de créer un environnement sûr et confortable.
NEUTRE SERVICE  Respecte des délais de travail et nos coûts sont bien étudiés  et justifiants la qualité de  nos services.",neutreservice@gmail.com,http://www.neutreservice.com,+212522976038,+212522976038,+212684574587,du : 09:00  a 17:00,Vérifié
AMANDUS,"AMANDUS est une entreprise dynamique, spécialisée dans la sécurité et protection incendie, l’extinction, RIA et aussi la vidéosurveillance.

AMANDUS œuvre dans l’étude, la conception, la réalisation. Et aussi la Maintenance des installations de sécurité et protection incendie et de vidéosurveillance.

Nous mettons à votre disposition notre savoir faire dans ce domaine qui touche le tertiaire et l’industrielle. A savoir : Les études, la conception, la réalisation et la maintenance.

Nous nous somme assignés comme objectif de satisfaire nos clients à travers la qualité de nos prestations. En plus, on vous rassure par le dévouement à notre métier.

Notre patrimoine professionnel se résume dans les diverses réalisations, qui ont consolidé notre expérience et qui ont fait une liaison solide avec nos partenaires. C’est ce qui constituent notre force et notre réputation.",contact.amandus@gmail.com,https://amandus.ma/,0522355852,,,08H30 : 18:00,
opticki,,opticki@gmail.com,,0666663707,,0666663707,09h00/20h00,Vérifié
Excursion Maroc,,excursionmaroc.kech@gmail.com,http://www.excursionmaroc.ma/,00 212 5 24 42 13 57,00 212 5 24 42 13 57,,,Vérifié
BCNG,"BCNG : Votre passage au professionnalisme.
Le centre d'affaires BCNG vous propose une large gamme de services irréprochables afin de vous permettre de vous consacrer pleinement à votre activité professionnelle : 
- Domiciliation juridique et commercial
- Création d'entreprises ( PP, SARL , SA ... )
- Tenue de Comptabilité 
- Location de bureaux équipés

Contact : GSM : 0661535150 - E-mail : bcng.center@gmail.com",faissalmail@gmail.com,http://www.bcn.ma,0661535150,0661535150,0661535150,DE 9:00 A 18:00,Vérifié
Afoulki design,"Nous utilisons les dernières technologies du web, les meilleures solutions innovatrices et créatives : Sites autogérés, sites catalogues, sites vitrines, sites E-commerces et bien sûr des présentations corporatives des plus professionnelles.

Notre objectif est de réaliser des sites en lignes riches en communication, capables de conquérir et de maintenir l’intérêt d’une cible diversifiée.",info@afoulki.com,http://www.afoulki.com,0528225500,,0663 13 20 21,Du lundi au vendredi de 08H:30 à 18H:30 et samedi de 08H:30 à 12H:30,Vérifié
AIR 4 CLIM INSTAL SARL,,air4clim@menara.ma,,00212522712627,00212522712626,00212661556366,8h a 18y,Vérifié
fs pro,"F.S Pro a pour objectif de devenir le leader de son secteur au maroc en apportant 
de nouvelles solutions se démarquant ainsi de l'offre de la concurrence.
-Formation en collaboration avec une société suèdoise garde du corps et mettre en place des agents de sécurité et garde du corps
- Vidéosurveillance - Logiciel de gestion et d'analyse vidéo - Caméra IP
- Système anti-intrusion et protection périmètrique
- Détection incendie – Extinction -Detex
- Film de protection anti intrusion (brise glace)
- Contrôle d'accès - Verrouillage - Gestion de temps
- Géo localisation - Trac King
- Porte automatique - domotique et centrale d'alarme
- Les potelets (fil d’attente) et séparation
- Les barrières pour piéton
- Nettoyage
- Dératisation et désinsectisation",contact.fspro@gmail.com,http://www.fspro.ma,0522278013,0522278013,0661115266,8h30à18h30,Vérifié
RIAD DAR FATNA,,contact@riaddarfatna.com,http://www.riaddarfatna.com,212 667028415,,212 6 67 02 84 15,24H/24H,Vérifié
MONDIALBIZ Sarl.,,info@mondialbiz.com,,00212634640571,,,,
JS. Concept,,jsconcept3@hotmail.com,,0686612951,,,,
sarl,,oceansystem.web@gmail.com,,0661172423,,0661172423,,
FIDUCIAIRE.COM,"FIDUCIAIRE.COM est un cabinet spécialisé dans le conseil comptable, fiscal, juridique et financier, implanté en plein centre de Casablanca, au quartier d’affaires Abdelmoumen.

Afin de satisfaire la totalité de vos besoins, FIDUCIAIRE.COM vous propose des services personnalisés et performants dans les métiers suivants:
. Expertise et Conseil Fiscal 
. Solutions de Gestion des Déclarations Fiscales
. Tenue et Supervision Comptable
. Audit et Engineering Financier
. Conseil et Assistance Juridique	
. Paie, Social et G.R.H
. Coaching, Formation et Organisation de l’Entreprise",ouakrim@fiduciairecom.ma,http://www.fiduciairecom.ma,05 22 86 51 11 / 12,05 22 86 51 12,0661463124,Du Lundi au Vendredi  et Samedi Matin,Vérifié
RM-DESIGN,,raymondmoreldesign@gmail.com,http://WWW.rm-design.ma,+212 (0) 524 422 193,,+212 (0) 661 468 870,9h 13h / 15h 18h,
GROUPE OBC MAROC,,obcmaroc@menara.ma,http://www.groupeobc.ma,0537200027,0537708387,,8H A 12H ET 14H A 18H,Vérifié
SECURSYS,,secursys@menara.ma,http://www.secursys.ma,0661602006,0535521419,0610978125,,
Inventis,,ref0.adil@gmail.com,http://inventis.ma/,+212 535 62 13 14,,,09h - 18:30,
Tireplus Pneumatique Bensouda,"TIREPLUS.MA est une boutique en ligne de vente des pneus des plus grandes marques comme Michelin, Bridgestone, Continental, Petlas, Pirelli, Good Year, et plusieurs autres. Notre boutique en ligne vous offre un large choix de produit et un service fiable.

TIREPLUS.MA est l'un des principaux vendeurs de pneus au Maroc. Notre expertise couvre les pneus, 4x4, camions, compétition, à travers le pays. Ce succès est dû à notre combinaison inégalée de la gamme de produits de qualité, des installations, et de l'expérience et de l'expertise.",tireplusmaroc@gmail.com,http://www.tireplus.ma/,05357-28060,,,08:00 - 19:00,
NEUTRE SERVICE,"NEUTRE SERVICE est l’une des meilleures Société de Nettoyage  à Casablanca  et partout au Maroc, spécialiste et reconnu dans le domaine de nettoyage professionnel et désinfection.
 NEUTRE SERVICE  sur Casablanca attache une grande importance à l’image de vos locaux et un vrai savoir-faire dans le secteur de nettoyage à Casablanca pour cela nous vous offrons des services de qualité et des prix attractifs, par un nombre de sites partout au Maroc.
NEUTRE SERVICE est spécialisée dans le nettoyage et l’entretien d’immeubles industriels, Pour exécuter tous les travaux de nettoyage (femme ménage, nettoyage vitres, nettoyage moquettes, parquet, bureau, fin de chantier, villa, appartement, résidences, immeubles ,hôtels, centres d’appel…) nous possédons un large parc matériel aux normes de sécurité qui contribuent à des prestations de qualité, exécutées par des agents de nettoyage formés aux nouvelles méthodologies, ainsi qu’aux règles d’hygiène et de sécurité, des locaux commerciaux et le nettoyage des bureaux.
NOS PRINCIPE SERVICES :
-SERVICES DE NETTOYAGE
-RÉNOVATION ET CRISTALLISATION DES SOLS EN MARBRE ET MOSAÏQUE 
-GARDIENNAGE ET SURVEILLANCE
-FOURNITURES COMMERCIAL ET INDUSTRIEL
-PRODUITS DE NETTOYAGE
-TRAVAUX DE REVÊTEMENT DE SOL ET MUR
-DÉRATISATION ET DÉSINSECTISATION  ET DÉSINFECTION DES SITES 
-GESTION IMMOBILIÈRE 

NEUTRE SERVICE c’est la société qui  met son expertise et ses compétences au service de tous vos projets depuis le renouvellement et le développement de l'immobilier et transforme votre maison et améliore votre espace de vie afin de créer un environnement sûr et confortable.
NEUTRE SERVICE  Respecte des délais de travail et nos coûts sont bien étudiés  et justifiants la qualité de  nos services.",neutreservice@gmail.com,http://www.neutreservice.com,+212522976038,+212522976038,+212684574587,du : 09:00  a 17:00,Vérifié
AMANDUS,"AMANDUS est une entreprise dynamique, spécialisée dans la sécurité et protection incendie, l’extinction, RIA et aussi la vidéosurveillance.

AMANDUS œuvre dans l’étude, la conception, la réalisation. Et aussi la Maintenance des installations de sécurité et protection incendie et de vidéosurveillance.

Nous mettons à votre disposition notre savoir faire dans ce domaine qui touche le tertiaire et l’industrielle. A savoir : Les études, la conception, la réalisation et la maintenance.

Nous nous somme assignés comme objectif de satisfaire nos clients à travers la qualité de nos prestations. En plus, on vous rassure par le dévouement à notre métier.

Notre patrimoine professionnel se résume dans les diverses réalisations, qui ont consolidé notre expérience et qui ont fait une liaison solide avec nos partenaires. C’est ce qui constituent notre force et notre réputation.",contact.amandus@gmail.com,https://amandus.ma/,0522355852,,,08H30 : 18:00,
opticki,,opticki@gmail.com,,0666663707,,0666663707,09h00/20h00,Vérifié
Afoulki design,"Nous utilisons les dernières technologies du web, les meilleures solutions innovatrices et créatives : Sites autogérés, sites catalogues, sites vitrines, sites E-commerces et bien sûr des présentations corporatives des plus professionnelles.

Notre objectif est de réaliser des sites en lignes riches en communication, capables de conquérir et de maintenir l’intérêt d’une cible diversifiée.",info@afoulki.com,http://www.afoulki.com,0528225500,,0663 13 20 21,Du lundi au vendredi de 08H:30 à 18H:30 et samedi de 08H:30 à 12H:30,Vérifié
Excursion Maroc,,excursionmaroc.kech@gmail.com,http://www.excursionmaroc.ma/,00 212 5 24 42 13 57,00 212 5 24 42 13 57,,,Vérifié
BCNG,"BCNG : Votre passage au professionnalisme.
Le centre d'affaires BCNG vous propose une large gamme de services irréprochables afin de vous permettre de vous consacrer pleinement à votre activité professionnelle : 
- Domiciliation juridique et commercial
- Création d'entreprises ( PP, SARL , SA ... )
- Tenue de Comptabilité 
- Location de bureaux équipés

Contact : GSM : 0661535150 - E-mail : bcng.center@gmail.com",faissalmail@gmail.com,http://www.bcn.ma,0661535150,0661535150,0661535150,DE 9:00 A 18:00,Vérifié
POLYTEL,,POLYTEL@MENARA.MA,http://WWW.POLYTEL.MA,0522274755-0522275017-0522279557,0522221022-0522260460,0675062221,8H30-12H30 ET 14H30-18H30,
LE SAISONNIER SARL,"Le Saisonnier est un des principaux fournisseurs et importateurs de produits promotionnels de haute qualité aussi bien standards que personnalisés (sur mesure). Avec nous, vous traitez directement avec la source et vous avez la certitude d'un soutien logistique complet. Appuyez-vous sur un partenaire de confiance qui connaît la Chine et l'environnement des entreprises locales pour une intégration de la commande (du concept à la livraison). Parlez-en au Saisonnier et relevez le défi de l’outsourcing.

Il ne suffit pas de posséder un savoir-faire pour bénéficier d’un avantage différentiel. Encore faut-il que cette compétence soit utile pour le client et distinctive par rapport aux concurrents. Les forces du Saisonnier sont représentées par l’expérience dans le domaine publicitaire, le dynamisme, la réactivité, l’éthique et la déontologie de son équipe. Un autre avantage du Saisonnier est le savoir-faire en matière de publicité par l’objet pour certains événements en un délai acceptable. Le Saisonnier a déjà fait largement ses preuves pour ce type de projets.",contact.lesaisonnier@gmail.com,http://www.lesaisonnier.ma,0522305979,0522310851,068473508,09-18H,Vérifié
SICMEL,,sicmel@menara.ma,http://www.sicmel.ma,0522230830 / 0522230835,0522230838,0663661149,MATIN 8h30 - 12h30 / APRES MIDI    14h00 - 19h00,
Oro publicite sarl,,Eupatrad@gmail.com,http://WWW.CLE.MA,0522444004,0522444000,0661109915,9h00 - 16h00,Vérifié
autovite,,panoramautovite@gmail.com,http://www.autovite.net/apropos,0635130680,,0635130680,24/24,Vérifié
piscine minute,"PRESENTATION SOCIETE
PISCINE MINUTE
 Boulevard Hassan 2(à coté Volkswagen) MARRAKECH
 Téléphone:06 06 75 27 86    Email :piscine.minute@gmail.com      Site : www.piscine-minute.com   Fixe:0524379031
La Société PISCINE MINUTE est une filiale du groupe la VALLEE DE L'ATLAS et forte de 30  ans d'expérience en Europe Elle a décidé de faire bénéficier de sa compétence en créant une filiale à  MARRAKECH.
Notre savoir faire:
-Construction de piscines publiques ou privées.
-Fourniture de produits de traitement et accessoires au meilleur prix.
-Assistance et S.A.V.
-Livraison gratuite sous 24 heures.
-Entretien et traitement de piscines publiques ou privées.
-Conseils et recommandations.
-Devis gratuit pour réparation et entretien.
-Garantie décennale pour construction.",piscineminute@gmail.com,http://piscine-minute.com/,0524379031,0524379031,06 06 75 27 86,10:00-19:00,Vérifié
DOSTECH SARL AU,"DOSTECH SARL AU présente sur le marché des produits et des nouvelles services technologique depuis août 2015

1.Domaine d activité

Notre société nouvellement créée intervient dans les domaines de la conception des services informatiques :  » Maintenance , Installation , création des sites web et Support  » . ainsi que le secteur de sécurité concernant : » l’installation des caméras de surveillance IP et les contrôles d’accès . suivi par un boutique de produits chargé du vente en ligne de tous ce qui est lié au matériel informatique et électronique et leurs accessoires avec une excellente qualité du marque



2.Ses engagements

DOSTECH est porte a leur responsabilité une livraison gratuit sur le territoire national liée par un service complet jusqu’à l’arrivé du produit à votre destination DOSTECH est chargé de vous garantis une contrat de maintenance et assistance sur chaque produit et service vendus , la société chargé aussi durant la période du garantis ,le déplacement en vers vos domiciles des techniciens spécialisés pour le Diagnostic des pannes et pour la réparation .

3.Ambition :

Notre ambition est de devenir la référence essentielle de notre secteur et le leader dans la fourniture de solutions et services totalement intégrés, grâce à : 

    Des partenariats privilégiés avec nos clients et intégrateurs 
    La gamme de produits la plus exhaustive 
    Une connaissance approfondie des applications de nos clients

4. Nos valeur :

    Engagement envers les clients 
    Respect des collaborateurs 
    Obsession de la performance 
    Esprit d’équipe 
    Prise de risque",contact@dostech.ma,http://www.dostech.ma,0524626860,,0662040377,9h - 18h,Vérifié
Treasure Crpet,,info@treasurecarpet.com,http://www.treasurecarpet.com,0537705287,0537705287,,09h - 18h,Vérifié
Ben services,"Al Aimran Cars une Agence de service de location voiture basé à Agadir avec réservation de véhicule enligne offrant des services de location de voitures partout au Maroc, toujours à l'heure prévue. Nous avons une équipe expérimentée d'avoir des informations approfondies sur les opérations de location de voiture , en outre, notre équipe est capable de traiter des problèmes connexes de location de voiture, que ce soit pour les réservations que vous avez fait ou pour tout problème lié au transport spécifique. Nous assister à vos requêtes avec beaucoup de soins personnels. Plus, nos tarifs de location voiture à Agadir sont toujours pas cher grâce a des promotions attractifs.
visitez : http://www.alaimrancars.com - http://www.alaimrancars.Fr - http://www.alaimrancars.ma",alaimrancars@gmail.com,http://www.alaimrancars.com/,00212661425115,,0661425115,8:00 - 23:00,Vérifié
Al Aimran Cars,"Location de voiture à Agadir et opérant sur l'aéroport d'Agadir et celui de Marrakech au Maroc venez chez nous pour les meilleures offres de location voiture à Agadir  ou réserver en ligne via http://www.alaimrancars.com/reservation.html
Maintenant que l'été est là qu'il est temps de faire quelques voyages !
Quel meilleur endroit pour aller ? Agadir bien sûr !
Et avec toutes les attractions incroyables et fantastiques plages que vous trouverez partout à Agadir, vous pouvez découvrir tout ce qu'Agadir a pour vous de découvrir !
Location de voiture à Agadir pas cher en mesure a vos besoins de transport. contacter nous par téléphone ou réserver par site.",alaimrancars@gmail.com,http://www.alaimrancars.fr/,00212661425115,,0661425115,8:00 - 23:00,Vérifié
Makelectro S.a.r.l,"Sté Makelectro S.a.r.l vos propose un rapport qualité prix incontournable et met à votre disposition une équipes de techniciens spécialisés et ingénieurs de renommé afin de répondre à vos attentes.
Sté Makelectro S.a.r.l vous propose un ensemble de service diversifier :
Volet installation, réparation, maintenance :
- électricité et plomberie (bâtiment & industrielle),
- système automatisé 
- Machine électrotechnique et groupe électrogène 
- Électrification rurale 
- system de sécurité 
- System télévision digital et numérique
- Caméras de Surveillance
- Réseaux Informatique et téléphoniques 
- Porte Automatiques
Volet Commercial :
- Vente de matériels électriques (bâtiment & industrielle)
- Vente de matériels plombier (bâtiment & industrielle)
- Vente de matériels informatique et téléphoniques
Sté Makelectro S.a.r.l vous propose aussi des remises intéressantes allant jusqu’à 20% de vos factures",Makelectro1@gmail.com,http://mak-electro.com/,+212 524 490 097,,+212 661 591 560,Du Lundi Au Vendredi De 08H:30 À 18H:30 Et Samedi De 08H:30 À 12H:30,Vérifié
Heberdomaine.com,"Heberdomaine.com Sarl est un prestataire de services web présent sur le marché depuis 2004.
C'est un véritable outil de croissance pour votre entreprise qui vous permet de communiquer avec vos consommateurs ou fournisseurs.
Un site web vous permet également de faciliter l'amélioration de la fiabilité de votre entreprise et vos permettera d'augmenter votre chiffre d'affaires ...
En matière du codage des pages web, nous respectons les normes du W3C de sorte à approvisionner et à améliorer l'accessibilité de votre site web sur différents navigateurs web (FireFox, Internet Explorer, Google Chrome, Opera, Safari, ...) et sous différents systèmes d'exploitation (Windows, Linux, Mac OS...).",commercial@heberdomaine.com,http://www.hebedomaine.com,0528225500,,0663 13 20 21,Du lundi au vendredi de 08H:30 à 18H:30 et samedi de 08H:30 à 12H:30,Vérifié
NEUTRE SERVICE,"NEUTRE SERVICE est l’une des meilleures Société de Nettoyage  à Casablanca  et partout au Maroc, spécialiste et reconnu dans le domaine de nettoyage professionnel et désinfection.
 NEUTRE SERVICE  sur Casablanca attache une grande importance à l’image de vos locaux et un vrai savoir-faire dans le secteur de nettoyage à Casablanca pour cela nous vous offrons des services de qualité et des prix attractifs, par un nombre de sites partout au Maroc.
NEUTRE SERVICE est spécialisée dans le nettoyage et l’entretien d’immeubles industriels, Pour exécuter tous les travaux de nettoyage (femme ménage, nettoyage vitres, nettoyage moquettes, parquet, bureau, fin de chantier, villa, appartement, résidences, immeubles ,hôtels, centres d’appel…) nous possédons un large parc matériel aux normes de sécurité qui contribuent à des prestations de qualité, exécutées par des agents de nettoyage formés aux nouvelles méthodologies, ainsi qu’aux règles d’hygiène et de sécurité, des locaux commerciaux et le nettoyage des bureaux.
NOS PRINCIPE SERVICES :
-SERVICES DE NETTOYAGE
-RÉNOVATION ET CRISTALLISATION DES SOLS EN MARBRE ET MOSAÏQUE 
-GARDIENNAGE ET SURVEILLANCE
-FOURNITURES COMMERCIAL ET INDUSTRIEL
-PRODUITS DE NETTOYAGE
-TRAVAUX DE REVÊTEMENT DE SOL ET MUR
-DÉRATISATION ET DÉSINSECTISATION  ET DÉSINFECTION DES SITES 
-GESTION IMMOBILIÈRE 

NEUTRE SERVICE c’est la société qui  met son expertise et ses compétences au service de tous vos projets depuis le renouvellement et le développement de l'immobilier et transforme votre maison et améliore votre espace de vie afin de créer un environnement sûr et confortable.
NEUTRE SERVICE  Respecte des délais de travail et nos coûts sont bien étudiés  et justifiants la qualité de  nos services.",neutreservice@gmail.com,http://www.neutreservice.com,+212522976038,+212522976038,+212684574587,du : 09:00  a 17:00,Vérifié
AMANDUS,"AMANDUS est une entreprise dynamique, spécialisée dans la sécurité et protection incendie, l’extinction, RIA et aussi la vidéosurveillance.

AMANDUS œuvre dans l’étude, la conception, la réalisation. Et aussi la Maintenance des installations de sécurité et protection incendie et de vidéosurveillance.

Nous mettons à votre disposition notre savoir faire dans ce domaine qui touche le tertiaire et l’industrielle. A savoir : Les études, la conception, la réalisation et la maintenance.

Nous nous somme assignés comme objectif de satisfaire nos clients à travers la qualité de nos prestations. En plus, on vous rassure par le dévouement à notre métier.

Notre patrimoine professionnel se résume dans les diverses réalisations, qui ont consolidé notre expérience et qui ont fait une liaison solide avec nos partenaires. C’est ce qui constituent notre force et notre réputation.",contact.amandus@gmail.com,https://amandus.ma/,0522355852,,,08H30 : 18:00,
opticki,,opticki@gmail.com,,0666663707,,0666663707,09h00/20h00,Vérifié
Heberdomaine.com,"Heberdomaine.com Sarl est un prestataire de services web présent sur le marché depuis 2004.
C'est un véritable outil de croissance pour votre entreprise qui vous permet de communiquer avec vos consommateurs ou fournisseurs.
Un site web vous permet également de faciliter l'amélioration de la fiabilité de votre entreprise et vos permettera d'augmenter votre chiffre d'affaires ...
En matière du codage des pages web, nous respectons les normes du W3C de sorte à approvisionner et à améliorer l'accessibilité de votre site web sur différents navigateurs web (FireFox, Internet Explorer, Google Chrome, Opera, Safari, ...) et sous différents systèmes d'exploitation (Windows, Linux, Mac OS...).",commercial@heberdomaine.com,http://www.hebedomaine.com,0528225500,,0663 13 20 21,Du lundi au vendredi de 08H:30 à 18H:30 et samedi de 08H:30 à 12H:30,Vérifié
Afoulki design,"Nous utilisons les dernières technologies du web, les meilleures solutions innovatrices et créatives : Sites autogérés, sites catalogues, sites vitrines, sites E-commerces et bien sûr des présentations corporatives des plus professionnelles.

Notre objectif est de réaliser des sites en lignes riches en communication, capables de conquérir et de maintenir l’intérêt d’une cible diversifiée.",info@afoulki.com,http://www.afoulki.com,0528225500,,0663 13 20 21,Du lundi au vendredi de 08H:30 à 18H:30 et samedi de 08H:30 à 12H:30,Vérifié
Excursion Maroc,,excursionmaroc.kech@gmail.com,http://www.excursionmaroc.ma/,00 212 5 24 42 13 57,00 212 5 24 42 13 57,,,Vérifié
Afoulki design,"Nous utilisons les dernières technologies du web, les meilleures solutions innovatrices et créatives : Sites autogérés, sites catalogues, sites vitrines, sites E-commerces et bien sûr des présentations corporatives des plus professionnelles.

Notre objectif est de réaliser des sites en lignes riches en communication, capables de conquérir et de maintenir l’intérêt d’une cible diversifiée.",info@afoulki.com,http://www.afoulki.com,0528225500,,0663 13 20 21,Du lundi au vendredi de 08H:30 à 18H:30 et samedi de 08H:30 à 12H:30,Vérifié
Miss Coquettes,,misscoquettes@gmail.com,,06 36 11 60 38,,,,
Institution Privee Al Manar Sahra,,,,05 28 87 25 00,,,,Non Vérifié
Caftan Bennis,,,,05 22 98 11 70,,,,
Bijouterie Amahri Freres,,,,06 67 11 65 86,,,,
Para Blanca,,parablanca.casa@gmail.com,,05 22 99 69 46,,,,
Espace d  Enfant,,,,06 58 03 70 67,,,,
Itramep,,itra_mep@menara.ma,,05 35 52 77 98,05 35 40 23 44,,,
Sanitaire Badra Materiaux,,badra.materiaux@menara.ma,,05 24 65 02 64,,,,
Rebelle,,,,05 35 40 33 90,,,,
Meknes Pub,,meknespub@gmail.com,,05 35 52 30 31,05 35 52 30 31,,,
Baraka Optic,,,,05 22 25 98 98,,,,
